id,consent,priority,phys,rus,math,indiv,total
68,False,1,83,82,81,10,255
155,True,1,64,70,71,0,205
89,True,2,68,65,71,3,207
87,False,2,69,64,73,5,210
56,False,2,78,92,88,0,258
88,True,1,68,83,72,5,228
115,True,1,60,66,60,5,192
181,False,3,93,87,100,3,284
182,True,1,96,100,100,1,299
183,True,3,66,71,66,6,211
184,True,3,64,64,63,2,192
185,False,1,94,100,92,3,290
186,False,2,70,65,70,1,206
187,True,4,65,75,61,0,201
188,False,4,71,79,79,6,235
189,False,3,87,76,84,0,248
190,True,1,84,83,87,2,256
191,True,4,75,83,85,8,252
192,False,1,72,64,77,8,222
193,False,2,79,75,76,4,235
194,True,2,81,66,86,0,234
195,True,1,91,98,83,5,278
196,True,4,64,75,73,4,216
197,False,4,60,61,61,6,187
198,False,3,69,61,64,10,203
199,True,1,86,87,95,7,274
200,True,4,69,70,69,0,209
201,False,1,54,49,50,7,160
202,False,4,68,70,65,2,205
203,False,1,74,84,73,10,243
204,False,2,90,84,90,4,268
205,False,2,63,65,60,1,190
206,True,1,78,90,78,3,248
207,False,3,87,84,80,4,256
208,False,2,70,76,71,4,221
209,False,2,73,79,75,4,230
210,True,1,96,97,87,0,280
211,False,2,79,91,86,4,262
212,True,1,84,81,80,10,254
213,False,4,77,85,80,0,242
214,False,3,75,87,93,0,255
215,True,3,82,73,74,6,236
216,True,4,74,63,71,6,214
217,False,4,62,66,77,10,214
218,False,3,71,88,79,9,248
219,True,4,74,78,62,6,218
220,False,1,100,100,100,8,308
221,True,4,63,75,79,5,223
222,True,4,85,81,93,0,259
223,False,1,90,89,85,1,266
224,False,3,74,82,65,5,226
225,True,1,90,88,87,6,270
226,False,1,44,52,57,8,160
227,True,1,71,76,79,4,231
228,True,3,84,78,85,10,259
229,False,1,44,50,48,9,151
230,True,2,62,65,64,0,191
231,True,2,80,91,85,0,258
232,False,2,73,77,70,9,230
233,True,3,62,59,73,9,203
234,False,3,72,62,70,7,211
235,True,2,68,68,68,6,211
236,False,2,77,79,92,5,255
237,False,3,72,84,77,6,240
238,False,2,71,68,70,6,215
239,False,3,63,72,68,4,207
240,True,1,65,73,68,6,213
241,False,2,85,94,91,10,281
242,True,1,81,79,77,1,239
243,True,3,86,72,82,2,244
244,True,3,76,62,79,1,218
245,True,2,66,64,59,8,197
246,True,1,64,63,65,7,199
247,True,3,80,87,73,1,242
248,True,3,70,76,80,8,234
249,True,3,60,75,63,2,201
250,True,2,64,59,63,9,194
251,True,3,77,73,75,10,236
252,True,2,73,62,69,7,212
253,True,3,83,74,67,7,232
254,True,3,80,71,77,1,229
255,True,3,72,76,81,2,231
256,False,3,82,92,83,5,261
257,True,1,80,89,84,0,254
258,True,3,88,80,77,9,255
259,False,3,78,92,87,7,264
260,False,2,77,75,86,7,246
261,True,2,65,69,75,1,212
262,False,2,83,79,79,8,250
263,True,2,70,74,85,5,233
264,False,3,76,72,77,8,231
265,True,1,85,81,89,4,259
266,False,1,87,88,78,10,264
285,False,2,41,62,55,1,158
286,True,1,78,84,73,4,237
287,False,1,71,86,70,0,227
288,True,3,62,74,61,7,204
289,True,3,73,80,76,7,235
290,False,2,51,58,63,0,172
291,False,2,86,82,78,9,257
292,False,1,62,70,63,0,197
293,False,3,56,69,65,6,195
294,False,2,55,70,64,9,199
295,False,2,67,78,76,6,227
296,False,3,88,83,80,1,253
297,False,2,63,74,66,8,211
298,True,1,54,53,57,9,174
299,False,2,83,84,91,3,263
300,True,2,54,68,63,7,191
301,False,3,90,87,87,8,273
302,True,1,60,81,78,0,220
303,False,2,70,65,75,4,215
304,False,2,62,67,62,4,196
305,False,2,78,83,78,4,243
306,False,1,84,93,79,10,265
307,True,1,75,67,74,10,227
308,True,2,77,76,85,5,242
309,True,2,99,90,88,10,287
310,False,2,71,67,68,5,210
311,False,1,60,65,60,0,185
312,True,2,60,70,69,0,200
313,True,2,64,62,51,5,181
314,False,2,69,70,72,4,217
315,True,1,72,71,68,8,220
316,True,1,63,64,59,9,196
317,False,1,69,82,81,3,236
380,False,1,77,74,75,5,231
381,False,1,87,100,90,0,278
382,True,1,69,67,86,6,228
383,True,2,69,69,61,3,202
384,True,2,66,68,67,6,207
385,False,1,65,72,77,0,212
386,False,2,86,98,89,10,285
387,True,1,62,70,67,1,201
388,True,2,91,91,83,5,273
389,False,1,79,85,84,4,252
390,True,1,82,84,77,10,253
391,True,1,87,83,74,10,255
392,True,1,71,62,58,10,201
393,False,1,75,77,80,5,239
394,True,1,91,86,90,7,275
395,False,2,66,67,73,6,212
396,False,1,66,76,75,7,223
397,True,2,63,70,63,7,204
398,False,1,91,73,75,4,242
399,True,1,61,62,60,6,188
400,True,2,99,90,95,8,291
401,True,2,73,79,71,0,223
402,True,1,65,62,59,8,194
403,False,1,99,96,94,1,290
404,True,1,85,92,88,7,273
405,False,1,72,84,77,2,234
406,False,1,86,79,73,8,248
407,False,1,73,81,71,5,231
408,True,2,73,73,71,0,218
409,True,2,85,89,84,6,264
410,True,1,79,87,77,8,252
411,False,2,84,88,91,2,267
412,False,1,75,85,77,8,245
413,True,1,60,69,77,6,211
414,True,2,65,67,76,6,213
415,False,2,84,89,86,5,266
416,False,2,77,90,85,0,256
417,False,1,73,71,71,3,220
418,False,2,72,71,66,5,213
419,False,2,86,80,96,6,267
420,False,1,82,83,78,2,247
421,False,1,71,81,82,8,243
422,False,2,60,64,58,3,184
423,False,2,73,72,68,6,218
424,True,2,70,69,71,10,220
425,False,1,80,81,88,3,255
426,False,1,54,64,53,8,180
427,True,2,97,88,88,2,278
428,False,1,78,74,84,10,246
429,True,1,82,77,80,10,250
430,False,2,66,70,61,2,199
431,True,2,69,67,89,4,229
432,True,2,82,89,90,7,269
433,True,2,60,61,57,10,187
434,True,2,70,81,70,7,229
435,True,2,77,72,77,0,227
436,True,1,71,70,66,0,209
437,True,1,76,72,88,8,247
438,False,2,64,69,72,2,207
439,False,2,80,82,83,5,252
440,True,1,73,70,89,5,238
441,False,2,85,86,83,1,255
442,False,2,97,93,93,3,287
443,True,2,87,75,88,10,261
444,False,2,77,82,88,6,253
445,True,1,48,62,61,5,176
446,False,2,60,72,64,8,205
447,False,2,87,83,82,9,262
448,True,2,89,77,85,3,254
449,False,1,62,82,76,4,224
450,False,1,72,84,84,2,241
451,True,1,65,72,70,4,211
452,True,2,77,84,85,4,249
453,False,2,63,65,64,8,200
454,False,1,80,85,82,6,255
455,False,1,63,70,77,4,214
456,True,1,67,74,68,6,218
457,False,2,72,67,72,9,222
458,True,2,99,84,83,2,269
459,True,2,60,59,64,4,187
460,False,1,57,72,59,8,197
461,False,1,91,86,81,5,265
462,True,1,78,67,73,3,221
463,True,2,97,89,97,4,286
464,True,2,74,74,71,1,221
465,True,2,69,76,66,0,210
466,True,1,82,84,72,4,243
467,True,1,89,97,94,4,286
468,False,2,83,81,92,1,258
469,True,2,82,80,80,1,243
470,True,1,75,80,67,1,223
471,False,1,46,54,54,4,159
472,False,2,66,66,72,2,208
473,True,1,84,93,92,4,273
474,False,1,74,85,87,9,255
475,True,2,78,78,80,4,242
476,False,2,80,77,81,1,239
477,True,2,67,65,60,5,197
478,True,1,80,86,83,9,260
479,True,2,53,66,75,10,205
480,True,2,80,73,76,7,238
481,True,1,73,58,64,0,194
482,False,2,70,73,73,5,220
483,False,1,75,87,78,9,249
484,True,1,68,71,66,5,210
485,True,2,86,77,76,6,244
486,True,2,77,84,81,9,252
487,False,2,73,77,85,10,247
488,False,2,79,88,85,10,263
489,False,1,64,62,53,7,186
490,False,1,63,58,62,3,186
491,False,2,80,85,87,8,261
492,True,1,94,89,81,1,265
493,False,2,93,95,90,6,287
494,False,1,85,80,80,4,250
495,True,1,75,85,82,2,244
496,True,1,58,54,74,4,190
497,False,2,81,81,77,10,252
498,False,2,83,79,84,2,249
499,True,1,65,68,67,9,210
500,False,2,59,61,64,8,192
501,False,2,69,79,83,6,238
502,False,1,75,77,81,8,242
503,False,2,40,48,43,3,133
504,False,2,72,82,75,3,232
505,True,1,80,78,78,10,247
506,True,1,77,70,82,4,234
507,True,1,66,79,76,10,233
508,True,1,85,81,83,0,249
509,False,2,63,75,67,5,210
510,False,2,79,79,74,6,239
511,True,1,72,77,74,0,223
512,False,2,67,73,61,3,206
513,True,2,79,83,75,3,239
514,True,2,81,89,89,8,267
515,True,1,62,55,64,0,179
516,True,1,49,64,58,8,180
517,False,2,57,67,57,1,182
518,False,2,95,98,92,10,298
519,True,1,62,79,71,3,216
520,True,2,72,76,76,9,233
521,False,1,63,72,61,4,200
522,False,1,59,73,62,1,195
523,False,1,61,56,55,5,175
524,False,1,76,83,65,9,234
525,False,1,74,78,81,4,238
526,False,2,60,52,60,5,177
527,True,2,62,67,61,7,198
528,True,1,64,68,67,10,209
529,False,1,63,78,74,6,219
530,True,1,79,81,75,8,242
531,False,1,90,86,87,7,273
532,True,1,97,91,83,1,273
533,False,1,79,84,90,6,260
534,True,2,93,93,85,6,277
535,True,2,68,60,69,5,202
536,True,2,71,63,83,0,218
537,True,1,85,92,88,1,265
538,True,2,68,69,81,8,226
539,False,1,74,74,77,6,230
540,False,2,49,55,55,9,166
