id,consent,priority,phys,rus,math,indiv,total
820,False,1,85,81,92,7,267
160,True,1,75,79,74,4,234
1458,False,1,61,51,58,7,177
1056,True,1,85,76,83,1,245
297,True,1,63,74,66,8,214
1446,False,2,90,82,77,9,260
792,False,2,76,75,83,4,237
855,False,2,61,75,68,9,213
1506,True,1,71,66,76,3,217
1306,True,2,62,62,73,0,198
338,True,2,65,78,77,10,232
719,True,1,83,88,87,7,266
1482,False,2,79,81,81,1,243
441,False,1,85,86,83,0,256
1532,True,1,59,55,54,4,170
151,True,2,61,55,60,8,184
600,True,2,87,100,100,1,290
618,True,2,78,78,82,3,241
759,False,2,62,79,66,7,215
757,True,4,64,77,66,7,216
939,False,3,67,75,64,4,212
106,True,2,76,77,82,1,238
967,False,4,75,63,56,9,204
127,True,1,69,80,84,5,239
624,True,2,91,89,80,0,263
1418,True,1,72,76,80,7,235
1479,False,2,57,61,71,7,196
1296,False,3,70,79,76,7,234
211,False,2,79,91,86,1,258
1041,True,2,77,73,83,6,240
517,False,1,57,67,57,1,184
569,False,1,73,68,65,10,216
1095,True,4,87,89,81,0,260
1481,True,2,78,88,86,5,257
1462,False,2,71,84,73,5,233
919,False,2,72,66,62,1,201
655,True,3,67,81,86,8,242
529,True,4,63,78,74,6,220
1448,True,1,78,77,78,1,236
572,False,2,66,70,69,2,208
321,False,2,76,83,83,3,245
329,True,3,58,78,69,8,214
1086,True,1,85,83,90,5,262
214,False,1,75,87,93,0,258
551,True,2,67,66,72,6,211
437,True,2,76,72,88,3,241
605,True,2,69,67,61,1,200
955,False,3,95,88,77,9,270
603,True,2,70,64,64,8,206
1135,False,3,70,70,62,6,211
443,True,1,87,75,88,8,260
885,False,3,75,81,83,8,249
281,True,2,89,94,92,5,282
700,True,4,86,91,99,1,278
1555,False,1,56,57,54,4,171
964,True,4,84,72,70,5,232
326,True,3,68,73,78,6,227
1388,False,1,71,84,73,9,237
398,True,1,91,73,75,4,241
684,False,2,68,71,69,6,213
833,True,2,79,81,71,9,242
1116,False,3,85,91,92,5,274
1014,False,2,92,94,95,6,289
1519,True,1,60,64,66,9,201
1554,False,2,64,56,56,3,182
979,False,1,79,79,74,6,240
808,False,3,67,70,68,6,212
1504,False,2,75,85,84,0,244
1608,True,1,75,67,66,5,214
215,True,1,82,73,74,6,236
1477,False,1,60,69,68,2,200
613,False,4,75,78,79,6,238
418,True,1,72,71,66,7,217
1044,True,3,60,58,68,6,193
787,True,2,68,71,70,0,209
554,True,2,86,93,89,6,275
119,False,3,80,86,74,2,244
1308,True,1,79,76,77,4,239
786,False,1,72,69,70,6,218
802,True,2,83,83,78,2,248
324,False,4,87,89,88,6,271
217,False,4,62,66,77,10,217
1133,True,4,74,62,72,7,217
975,False,3,87,94,89,3,275
195,False,2,91,98,83,4,279
1018,True,2,80,85,82,5,253
1318,True,3,85,87,89,0,263
1063,True,1,70,75,71,5,223
683,True,2,76,79,72,1,229
290,True,1,51,58,63,1,173
838,True,3,63,67,64,8,203
126,True,1,80,75,73,6,235
788,False,2,87,85,76,3,251
1097,False,4,70,69,76,9,223
92,False,2,64,70,85,9,228
335,False,1,65,56,62,3,188
1516,False,1,100,98,100,0,300
1335,False,4,68,62,65,4,198
693,True,2,81,79,74,8,242
1478,True,4,87,95,92,9,283
161,True,2,82,83,85,6,256
893,False,3,56,56,57,8,177
425,True,1,80,81,88,3,251
1455,False,4,84,77,80,8,250
903,True,1,92,99,88,0,281
1035,False,2,78,74,73,5,234
839,True,3,69,77,77,8,233
609,True,2,82,82,74,4,242
1054,False,2,63,57,60,7,187
387,True,2,62,70,67,0,202
1002,False,3,74,73,68,10,227
674,False,4,60,68,62,2,194
391,True,1,87,83,74,8,254
879,False,2,65,82,76,8,230
687,False,2,65,65,64,7,202
221,True,4,63,75,79,7,224
902,False,4,91,98,95,7,293
765,True,4,73,71,75,8,226
721,True,1,71,74,79,8,234
1542,False,1,60,70,59,4,192
1546,False,3,45,59,54,9,167
596,True,4,69,58,66,2,196
1540,False,2,92,77,84,1,255
400,True,1,99,90,95,10,297
1468,False,1,91,81,89,6,270
892,False,2,80,97,88,7,272
1492,True,2,68,63,68,6,206
433,True,1,60,61,57,9,187
1017,False,2,59,62,65,8,193
832,True,4,72,76,80,8,236
279,False,4,64,74,67,7,213
733,True,3,85,78,79,9,251
1433,True,3,79,86,96,1,263
52,True,4,84,76,86,9,257
1043,True,1,72,80,83,0,235
1526,True,3,74,80,70,8,234
984,False,3,79,84,71,9,243
300,False,4,54,68,63,8,191
732,True,3,92,96,95,8,294
1012,True,3,74,74,68,3,221
555,False,1,66,71,70,3,210
1408,True,3,77,61,73,10,222
909,False,2,67,64,75,1,209
971,True,4,77,81,76,2,236
537,False,3,85,92,88,1,266
1615,False,1,47,53,54,2,157
619,False,2,49,59,48,0,155
447,False,3,87,83,82,10,262
432,False,1,82,89,90,7,269
322,False,1,67,82,86,3,238
1120,True,1,79,90,77,9,256
202,True,3,68,70,65,0,202
1305,True,1,73,82,66,3,224
1075,True,2,74,73,66,7,222
629,True,1,79,83,80,5,250
947,True,2,80,81,75,3,240
906,True,3,76,77,70,5,228
1393,True,1,80,75,79,3,238
998,False,2,77,73,89,2,241
406,True,2,86,79,73,10,251
597,True,3,80,71,76,7,235
388,True,3,91,91,83,5,273
260,True,1,77,75,86,7,249
1050,True,3,49,66,56,10,183
31,True,1,77,75,81,6,242
219,True,3,74,78,62,6,221
292,True,3,62,70,63,1,197
948,False,4,70,76,59,0,206
562,True,4,51,57,65,4,179
900,False,3,68,75,77,5,226
780,False,3,58,74,61,9,202
1151,False,3,72,78,74,7,231
577,False,3,74,77,81,2,234
760,True,1,73,79,87,3,243
42,True,1,61,51,56,0,168
1395,True,1,77,77,73,8,236
1499,True,2,83,83,90,10,268
460,True,2,57,72,59,6,193
61,False,4,83,89,85,9,269
992,False,3,58,68,69,6,203
1162,False,3,73,65,73,8,218
817,True,1,77,68,73,6,225
424,False,2,70,69,71,7,216
449,True,4,62,82,76,2,224
1127,True,1,71,69,67,6,214
1304,True,1,62,63,65,10,200
1497,False,2,68,72,66,7,214
1161,True,4,66,72,76,4,219
508,True,4,85,81,83,1,253
1048,True,1,71,86,72,2,232
708,True,1,51,68,58,4,183
678,False,4,61,60,80,5,208
795,True,4,87,80,88,9,265
1441,True,3,68,88,86,2,246
895,True,2,83,77,86,9,257
1310,False,2,69,88,75,9,242
139,False,1,63,68,66,8,204
446,True,4,60,72,64,8,206
384,True,1,66,68,67,6,209
1417,False,1,76,73,72,3,225
258,True,1,88,80,77,7,252
1459,False,3,54,74,66,4,200
1515,False,1,88,90,90,5,275
630,False,1,83,81,87,9,262
514,True,4,81,89,89,10,269
736,False,4,72,66,68,7,214
132,True,1,74,82,81,7,245
798,True,1,59,71,62,10,203
1493,False,3,65,64,68,1,198
234,True,3,72,62,70,8,213
1141,False,1,92,90,93,4,279
1383,True,4,75,64,74,6,220
487,False,2,73,77,85,8,244
445,True,4,48,62,61,1,173
1485,True,3,67,72,77,4,220
863,True,2,58,73,61,10,202
550,True,2,72,71,71,9,222
965,True,2,97,87,88,6,281
914,False,3,45,54,66,8,173
157,False,1,62,72,67,6,207
191,True,1,75,83,85,8,253
857,False,2,54,62,62,2,181
1066,False,4,76,90,85,8,259
962,True,2,70,75,80,5,233
1328,False,4,83,88,95,5,273
271,False,3,88,77,79,7,253
356,True,1,73,64,74,7,219
574,False,4,66,71,82,5,226
1236,False,4,85,87,81,2,257
894,False,3,56,67,69,0,192
224,False,3,74,82,65,5,225
1320,True,4,87,96,94,8,286
706,False,3,88,88,81,10,270
1489,True,2,79,80,79,2,242
873,False,2,76,82,77,4,240
1327,True,1,64,69,68,0,203
1363,True,3,79,77,80,10,247
1038,False,4,71,72,69,7,221
1036,True,3,85,82,70,3,242
41,False,2,71,80,83,1,235
320,False,2,90,90,96,9,286
608,False,3,67,65,70,4,206
319,True,1,64,68,72,6,212
644,False,3,85,92,81,2,260
385,True,2,65,72,77,1,216
1013,False,4,79,68,82,5,235
753,True,4,88,92,97,10,288
726,True,4,84,78,84,10,258
592,True,1,67,73,74,0,215
91,True,3,82,86,87,5,263
973,True,1,71,82,89,1,244
627,False,3,80,94,97,1,274
1092,False,3,80,70,73,6,230
26,True,4,47,57,60,7,172
1325,False,4,66,77,63,6,213
35,True,3,75,72,70,6,225
653,True,2,90,94,98,10,294
539,False,3,74,74,77,6,233
246,True,3,64,63,65,7,201
913,False,3,82,77,63,10,232
772,False,3,60,71,65,4,200
827,False,3,83,91,80,7,264
675,True,4,83,84,77,9,255
36,True,2,58,66,62,9,196
121,True,1,53,62,62,2,178
1213,True,3,59,68,63,8,200
299,False,3,83,84,91,2,262
183,True,2,66,71,66,5,209
1285,True,2,79,66,69,8,223
934,False,2,81,78,76,7,242
1065,True,3,68,66,79,5,221
1473,True,1,77,78,81,8,244
858,True,2,74,65,76,6,222
332,True,3,63,80,84,2,229
1055,False,2,68,69,72,1,211
382,True,3,69,67,86,6,229
282,True,1,62,72,72,0,207
981,True,2,67,70,70,7,215
925,False,4,62,71,70,7,209
8,False,4,73,89,82,0,247
95,True,1,66,76,80,10,233
1374,True,3,56,52,52,1,162
189,False,3,87,76,84,3,251
1547,False,3,52,69,65,5,191
284,True,3,75,72,76,7,232
1302,False,3,87,85,83,1,259
1399,False,3,82,77,73,10,244
1509,True,2,92,85,85,2,264
1071,False,2,75,76,79,4,235
927,True,3,84,88,86,10,270
717,True,2,71,84,81,2,241
918,False,2,61,65,65,3,196
1253,False,2,73,75,74,10,232
673,True,2,67,81,80,3,232
1158,True,3,74,63,64,2,205
1413,False,4,79,80,88,6,255
272,True,2,63,66,63,3,196
427,False,3,97,88,88,2,277
462,True,1,78,67,73,3,222
1172,False,3,83,73,77,2,237
75,False,1,60,67,61,5,194
24,False,3,72,83,74,1,230
723,False,4,78,84,81,5,251
257,False,2,80,89,84,0,254
1245,False,4,62,63,72,7,204
641,True,4,51,60,63,3,176
256,True,1,82,92,83,6,264
120,True,1,99,96,100,0,296
1316,True,1,65,68,70,7,211
783,True,3,69,76,83,1,230
1402,False,4,75,85,68,0,228
935,False,4,81,81,85,10,259
178,False,3,59,69,63,2,194
1042,True,2,68,75,72,4,220
805,False,1,81,82,87,2,254
598,True,4,91,90,89,9,281
1613,False,1,82,99,96,7,287
1001,True,3,76,83,87,6,254
1548,True,1,84,78,81,5,248
1280,True,4,65,78,65,8,219
1467,True,1,63,76,68,7,214
54,True,1,76,73,68,9,227
1181,False,2,72,74,65,10,220
306,True,4,84,93,79,8,266
1132,True,3,92,95,91,2,282
1377,False,3,80,85,88,4,261
727,False,3,73,83,80,10,248
1025,True,2,90,72,81,0,246
206,True,2,78,90,78,3,251
1051,False,1,74,76,81,1,234
1456,True,3,72,77,81,4,236
1351,True,4,78,94,81,1,256
1472,False,3,90,86,90,10,280
676,True,3,89,92,91,9,282
679,False,3,80,88,87,0,257
504,False,3,72,82,75,3,235
1198,False,3,64,70,61,5,200
360,False,4,82,78,85,9,254
671,True,4,67,75,72,9,225
1147,True,4,68,89,78,0,238
255,False,3,72,76,81,5,235
633,True,1,66,64,68,3,200
714,False,4,63,71,80,8,223
544,False,4,69,63,79,6,218
553,True,4,82,84,84,2,256
438,True,3,64,69,72,1,207
212,True,1,84,81,80,9,255
97,False,3,76,76,81,6,241
680,True,3,49,68,60,6,184
977,False,3,73,80,76,0,230
1254,False,3,65,76,70,7,220
685,True,3,65,73,57,2,199
716,True,2,100,86,97,10,295
1060,False,1,73,77,84,6,241
1476,True,4,98,94,85,5,284
638,False,3,69,81,66,9,224
1125,False,3,71,70,74,6,221
881,False,3,55,55,63,3,176
1026,True,4,75,75,80,2,234
402,False,3,65,62,59,5,192
421,False,3,71,81,82,8,244
1527,True,2,58,63,60,3,185
1260,False,4,86,86,89,2,266
1525,False,2,65,67,76,8,218
194,False,3,81,66,86,0,233
1464,True,1,70,71,80,3,225
51,True,1,57,66,71,9,204
85,False,2,80,84,79,3,247
711,False,4,78,81,77,2,240
315,False,1,72,71,68,10,222
1278,True,3,85,82,79,3,251
243,False,3,86,72,82,2,243
931,True,4,80,95,94,8,278
856,False,3,57,61,55,0,173
917,True,1,60,57,57,2,175
847,False,4,81,88,79,1,250
878,False,4,79,87,76,5,250
1324,False,1,82,82,77,2,245
776,False,3,37,42,53,10,142
982,False,3,50,57,53,0,158
1129,False,2,86,86,97,3,274
850,True,4,63,69,71,5,209
1238,True,2,63,65,71,4,205
1344,True,3,68,72,59,4,205
1222,True,4,73,68,80,10,232
1040,False,3,71,74,74,4,222
632,True,3,86,99,100,5,293
13,True,3,89,89,84,8,271
1247,False,2,75,65,70,6,216
1502,False,2,80,83,64,6,233
506,False,2,77,70,82,2,232
46,False,3,76,89,71,1,239
1277,False,3,65,64,72,8,211
1355,True,2,51,53,62,9,175
1315,False,2,85,79,85,3,253
1528,False,3,74,76,66,4,220
528,True,3,64,68,67,10,209
1553,False,4,79,80,76,10,246
688,True,2,54,69,59,10,192
409,True,2,85,89,84,6,266
236,True,2,77,79,92,6,256
1134,False,2,82,77,84,6,249
1543,True,2,90,96,96,4,287
3,True,3,78,81,74,2,235
430,True,1,66,70,61,1,197
309,False,1,99,90,88,9,286
1420,True,1,83,86,83,2,254
223,True,3,90,89,85,0,268
915,False,1,83,94,90,2,271
1301,False,1,93,88,80,9,273
193,True,3,79,75,76,4,235
668,False,2,65,80,76,0,222
1028,False,1,91,92,87,7,279
1010,True,4,65,74,72,6,218
1401,False,1,54,71,77,4,209
109,False,4,82,82,83,0,247
1612,False,1,81,87,82,2,252
793,True,2,83,81,65,10,241
1248,False,1,80,85,82,10,259
1137,False,1,84,79,80,3,247
880,True,2,54,49,78,4,184
1333,False,3,98,91,89,2,281
254,True,3,80,71,77,3,231
585,True,1,61,63,76,10,211
1536,True,1,97,91,92,4,286
415,True,4,84,89,86,7,267
549,False,4,93,97,89,2,283
368,True,2,55,42,45,6,147
80,True,2,70,58,59,10,198
1057,True,3,71,73,81,6,231
1005,False,2,70,71,79,10,230
340,False,4,85,83,72,7,249
232,False,4,73,77,70,10,230
318,False,3,44,51,46,7,147
989,True,4,69,74,76,9,229
771,True,2,81,82,80,2,247
226,True,2,44,52,57,10,161
366,True,4,68,71,84,7,232
1300,False,1,75,79,89,8,252
690,True,1,72,78,84,0,236
584,True,3,85,76,80,5,247
283,True,4,72,84,78,1,237
1309,False,2,91,98,90,0,281
138,True,1,75,81,76,0,233
1269,False,2,75,68,65,3,211
208,True,3,70,76,71,5,221
1465,True,3,59,69,67,5,202
593,True,3,71,87,80,9,247
375,True,4,59,59,62,8,189
590,True,2,62,64,72,2,198
147,True,1,79,91,81,9,261
133,False,2,78,80,72,8,238
362,True,3,61,66,74,5,207
1191,True,3,80,79,78,0,239
650,True,2,73,82,88,8,252
118,True,3,61,74,70,3,208
870,False,2,72,76,78,3,231
669,True,1,57,71,65,3,196
58,False,2,99,100,100,7,308
1201,False,4,45,51,53,10,158
1311,False,4,74,74,73,8,230
233,False,4,62,59,73,7,201
889,True,1,72,81,80,3,237
1193,True,4,97,88,83,5,274
1225,True,4,64,63,61,1,189
837,True,1,71,76,70,7,225
901,True,3,67,80,72,0,221
164,True,1,55,68,70,8,202
1389,False,2,69,62,62,1,194
1053,True,1,55,71,66,9,202
541,True,1,44,61,60,1,166
1268,False,3,83,100,90,1,277
464,False,1,74,74,71,2,221
953,True,1,79,92,86,7,265
828,True,1,63,65,65,1,196
749,True,3,64,64,82,10,220
972,False,2,83,84,84,7,259
658,False,2,91,87,91,6,280
182,False,3,96,100,100,2,302
1442,True,3,73,67,73,7,220
1128,False,2,73,77,80,6,236
1239,True,1,55,63,68,7,193
124,True,3,63,54,74,0,192
1419,False,2,62,64,71,6,204
1447,True,2,74,75,85,1,237
1119,False,4,84,85,79,6,257
1390,True,4,65,73,68,7,215
393,False,3,75,77,80,6,239
429,False,4,82,77,80,9,249
1495,True,2,50,61,47,10,166
442,False,3,97,93,93,2,289
1115,True,4,82,83,84,9,259
1409,True,1,85,85,94,3,268
198,False,3,69,61,64,7,201
990,True,2,86,81,89,5,260
99,False,4,70,78,75,8,232
831,False,2,81,75,86,4,247
1522,False,3,75,83,73,6,240
1512,False,3,80,77,70,5,233
911,True,4,81,99,86,0,268
59,False,3,67,85,78,8,237
218,False,3,71,88,79,10,248
1122,False,4,84,82,69,6,242
1585,True,1,52,59,57,2,168
1538,False,3,60,63,61,9,193
186,True,2,70,65,70,1,206
86,True,1,59,57,64,10,189
949,True,1,87,87,85,4,264
378,True,4,82,82,86,8,261
38,False,4,79,75,73,3,231
372,True,2,77,86,87,7,256
352,True,4,64,75,65,1,206
942,True,4,91,81,84,7,264
205,False,2,63,65,60,0,188
843,True,4,69,73,78,10,230
707,True,2,67,59,61,10,197
1487,False,3,68,68,71,3,210
842,False,1,71,73,68,7,218
791,True,3,86,78,90,0,256
1159,True,4,77,80,73,6,238
877,False,2,65,74,71,3,213
1085,True,3,63,64,61,4,193
403,False,1,99,96,94,1,293
23,False,4,61,64,60,8,193
158,True,3,71,72,78,4,227
1376,True,1,75,83,81,10,252
337,True,1,93,96,94,1,287
1231,False,4,69,70,76,5,219
611,False,1,68,63,60,8,201
152,False,2,75,68,69,9,222
1070,True,1,69,81,73,9,235
227,True,3,71,76,79,2,229
1372,True,1,73,82,74,6,238
983,False,4,89,91,83,1,266
241,True,1,85,94,91,9,280
985,False,2,74,76,75,2,228
1427,True,4,77,90,86,4,259
1435,True,3,78,82,76,0,237
247,False,3,80,87,73,0,241
1186,True,4,84,80,83,8,257
1282,True,4,66,83,80,7,237
1299,True,1,59,60,54,5,179
1173,True,3,74,70,78,9,231
1533,True,1,91,89,78,8,265
1200,True,1,71,77,83,10,243
564,True,1,41,41,43,5,129
692,True,3,83,77,83,2,248
1034,False,3,85,84,90,5,266
501,False,3,69,79,83,4,238
875,False,4,72,71,75,0,218
1139,True,4,66,78,69,4,217
431,False,3,69,67,89,1,226
851,True,3,83,84,78,7,254
235,True,1,68,68,68,7,212
1160,True,1,65,69,76,10,221
1425,True,1,62,60,57,0,178
790,True,3,55,61,56,10,181
1279,True,4,71,64,78,3,216
452,True,3,77,84,85,4,252
162,True,1,83,80,77,2,243
606,False,4,73,71,72,9,225
623,False,2,80,76,73,7,236
27,True,4,76,74,69,5,224
53,True,2,67,62,67,7,205
396,True,1,66,76,75,5,224
756,False,1,69,79,63,9,221
852,False,4,80,83,78,3,245
1428,True,2,65,77,68,8,218
249,True,3,60,75,63,2,202
1360,True,4,76,74,81,10,242
1007,True,4,58,57,54,2,172
448,True,1,89,77,85,2,255
545,False,1,79,76,70,0,224
399,True,2,61,62,60,5,188
751,True,2,72,88,76,6,243
108,False,2,95,96,84,5,282
166,True,1,76,78,73,3,233
1520,True,1,70,64,73,0,207
1131,True,1,82,77,84,7,252
796,False,4,59,73,75,5,212
604,True,1,66,72,67,2,208
1440,True,2,45,53,50,0,147
389,False,4,79,85,84,1,252
1150,True,3,57,77,73,7,213
203,True,1,74,84,73,9,241
1218,True,1,78,89,94,0,262
436,True,1,71,70,66,2,209
486,True,1,77,84,81,9,251
1314,True,4,59,63,74,10,207
1432,False,4,82,72,74,2,232
1249,True,3,89,78,90,4,264
660,True,1,71,76,78,2,230
840,True,3,81,78,74,9,244
661,False,3,84,96,83,1,265
394,False,1,91,86,90,4,273
1019,False,2,79,83,87,3,253
1348,False,1,93,91,97,9,291
1130,False,3,62,65,72,5,204
794,True,2,79,92,78,5,256
1104,False,2,73,74,76,2,224
422,False,2,60,64,58,6,188
1243,True,4,69,67,73,0,209
510,True,1,79,79,74,3,237
746,True,3,71,78,75,8,232
381,True,3,87,100,90,1,280
777,False,4,60,69,58,6,193
930,True,3,70,69,65,9,214
752,True,3,75,67,70,3,216
921,True,3,90,82,87,7,267
1443,True,2,84,90,98,10,285
1088,True,4,76,72,73,6,227
2,True,4,65,74,72,10,223
960,False,4,65,63,76,0,204
663,True,1,69,63,65,10,206
1114,False,3,81,79,72,8,243
146,True,1,91,95,92,7,286
316,False,2,63,64,59,10,194
1004,True,3,75,82,80,4,240
1112,False,3,70,72,64,5,212
579,True,1,61,64,70,10,204
897,True,4,94,87,80,3,267
994,True,1,69,73,78,8,229
610,False,1,93,80,89,0,265
1445,True,1,71,65,76,5,218
1452,True,1,86,90,84,10,271
392,False,2,71,62,58,9,202
242,False,2,81,79,77,3,242
899,True,2,52,76,71,8,208
1307,False,1,62,81,82,4,231
1144,True,2,78,82,82,4,247
1501,False,3,88,76,89,1,256
1230,True,3,69,74,74,1,218
477,True,3,67,65,60,4,196
239,True,3,63,72,68,3,206
1099,False,1,48,55,52,6,161
351,False,4,75,73,70,2,220
729,False,3,68,72,71,4,215
1155,True,1,53,57,62,9,180
1590,False,1,68,73,70,8,220
694,False,1,77,86,84,8,255
519,False,2,62,79,71,2,215
1453,False,4,51,67,46,8,172
581,False,1,78,88,79,8,254
1600,True,4,71,73,79,0,225
1313,True,1,94,86,88,3,273
1220,True,3,67,74,78,9,230
177,True,4,81,74,83,0,240
1283,True,1,51,61,65,6,183
548,True,1,73,82,75,8,240
811,False,1,79,67,75,9,231
1545,False,2,62,69,64,0,196
110,True,1,48,59,63,5,176
1367,False,2,70,73,74,7,226
1227,True,3,66,72,73,10,222
665,True,3,53,48,61,0,163
890,False,4,76,80,78,8,242
140,False,2,65,80,72,9,226
552,False,1,50,71,69,3,194
169,False,3,93,98,91,4,287
30,False,2,63,68,52,0,184
612,True,4,84,78,90,8,262
986,False,3,63,75,64,8,212
498,True,3,83,79,84,2,250
96,True,3,71,68,79,8,225
1370,True,2,71,73,80,2,227
1126,True,2,55,52,59,4,169
1537,False,1,73,90,87,2,254
346,False,4,63,63,58,4,188
662,False,4,85,74,82,1,243
640,True,3,75,78,71,0,225
797,True,2,69,81,83,5,238
1457,True,1,85,71,81,8,246
94,True,3,50,63,62,8,185
1068,False,4,100,100,100,5,307
70,True,2,84,71,73,7,236
1416,False,2,64,65,88,10,227
250,False,2,64,59,63,8,194
1336,True,2,77,86,81,2,248
789,True,1,64,67,61,4,197
395,True,2,66,67,73,5,212
32,False,3,82,72,78,0,233
210,False,3,96,97,87,0,282
782,True,1,73,83,76,3,237
1614,False,1,66,62,63,9,201
145,False,4,58,67,57,10,193
