id,consent,priority,phys,rus,math,indiv,total
224,False,2,74,82,65,6,226
225,False,2,90,88,87,5,270
226,True,3,44,52,57,8,162
227,False,2,71,76,79,3,231
228,True,4,84,78,85,9,257
248,False,1,70,76,80,6,233
249,True,1,60,75,63,0,198
250,False,3,64,59,63,10,195
251,True,1,77,73,75,9,234
252,False,1,73,62,69,7,212
253,True,2,83,74,67,6,230
254,True,2,80,71,77,1,228
255,True,1,72,76,81,3,232
256,False,1,82,92,83,5,264
257,False,3,80,89,84,0,254
258,False,2,88,80,77,7,254
259,False,2,78,92,87,8,266
260,False,3,77,75,86,5,243
261,True,3,65,69,75,0,209
262,False,1,83,79,79,8,249
263,False,1,70,74,85,7,236
264,False,2,76,72,77,9,236
265,True,3,85,81,89,4,260
266,True,2,87,88,78,7,261
267,False,3,69,62,71,8,209
268,True,2,67,51,61,10,188
269,False,1,88,87,91,5,271
270,True,3,72,79,76,1,229
271,False,1,88,77,79,6,252
272,False,2,63,66,63,1,193
273,True,1,86,98,96,1,281
274,False,3,82,84,83,1,249
275,True,3,74,79,79,5,237
276,False,2,64,77,76,9,225
277,False,3,70,82,66,8,226
278,True,3,68,75,85,3,228
279,False,2,64,74,67,10,214
280,False,1,64,66,76,9,215
281,True,3,89,94,92,7,282
282,False,3,62,72,72,2,208
283,True,1,72,84,78,2,236
284,False,2,75,72,76,8,232
285,False,3,41,62,55,2,160
286,False,2,78,84,73,3,242
287,False,2,71,86,70,0,225
288,False,2,62,74,61,8,207
289,True,1,73,80,76,9,237
290,False,3,51,58,63,0,172
291,False,1,86,82,78,8,254
292,False,2,62,70,63,0,196
293,True,1,56,69,65,5,196
294,True,1,55,70,64,10,200
295,False,1,67,78,76,8,229
296,False,2,88,83,80,2,253
297,True,3,63,74,66,8,211
298,False,2,54,53,57,8,171
299,False,3,83,84,91,5,262
300,False,1,54,68,63,6,190
301,True,1,90,87,87,7,271
302,False,3,60,81,78,3,223
340,False,2,85,83,72,6,246
341,False,2,87,80,86,0,255
342,True,2,75,72,88,10,244
343,True,1,57,61,69,2,188
344,True,2,80,78,80,2,239
345,True,1,77,74,70,2,222
346,False,1,63,63,58,2,188
347,False,1,71,71,79,3,225
348,True,2,57,63,67,7,193
349,False,2,55,59,53,6,172
350,False,2,76,86,72,5,239
351,False,2,75,73,70,3,222
352,False,1,64,75,65,1,203
353,False,2,58,59,54,2,173
354,False,2,73,65,66,1,205
355,False,1,67,71,68,8,215
356,False,1,73,64,74,8,220
357,True,2,72,83,73,3,231
358,False,2,72,72,62,1,208
359,True,1,80,81,81,6,249
360,True,1,82,78,85,8,253
361,True,1,80,82,88,7,257
362,False,2,61,66,74,4,204
363,True,2,59,76,74,4,212
364,False,2,77,86,88,1,251
365,False,2,79,70,67,8,225
366,True,2,68,71,84,7,230
367,False,2,41,43,60,6,150
368,False,2,55,42,45,6,147
369,True,2,69,85,84,7,245
370,False,2,74,83,72,6,234
371,False,2,86,97,100,3,287
372,False,1,77,86,87,8,258
373,True,2,72,83,78,3,237
374,False,2,79,79,71,6,236
375,False,2,59,59,62,7,187
376,False,1,83,86,88,7,264
377,True,2,58,75,70,1,203
378,False,2,82,82,86,8,257
379,True,2,76,73,79,6,233
454,True,2,80,85,82,8,255
455,False,2,63,70,77,4,214
456,False,2,67,74,68,6,215
457,False,1,72,67,72,8,219
458,False,1,99,84,83,2,268
459,False,1,60,59,64,6,187
460,True,2,57,72,59,6,195
461,False,2,91,86,81,4,263
462,False,2,78,67,73,2,221
463,False,1,97,89,97,6,290
464,False,1,74,74,71,1,220
465,True,1,69,76,66,2,215
466,False,2,82,84,72,4,244
467,False,2,89,97,94,4,286
468,False,1,83,81,92,2,258
469,False,1,82,80,80,2,244
470,False,2,75,80,67,1,224
471,False,2,46,54,54,5,158
472,True,1,66,66,72,3,207
473,True,2,84,93,92,5,276
474,False,2,74,85,87,10,259
475,True,1,78,78,80,3,239
476,True,1,80,77,81,1,239
477,True,1,67,65,60,6,200
478,False,2,80,86,83,10,259
479,False,1,53,66,75,10,204
480,True,1,80,73,76,9,238
481,True,2,73,58,64,0,196
482,False,1,70,73,73,6,222
483,False,2,75,87,78,8,249
484,True,2,68,71,66,6,211
485,True,1,86,77,76,6,247
486,False,1,77,84,81,10,252
487,False,1,73,77,85,9,244
488,True,1,79,88,85,9,261
489,True,2,64,62,53,9,187
490,True,2,63,58,62,5,187
491,False,1,80,85,87,9,261
492,False,2,94,89,81,3,268
493,False,1,93,95,90,4,283
494,True,2,85,80,80,5,252
495,True,2,75,85,82,3,244
496,False,2,58,54,74,2,187
497,True,1,81,81,77,10,250
498,True,1,83,79,84,2,249
499,True,2,65,68,67,10,209
500,True,1,59,61,64,6,189
501,True,1,69,79,83,6,238
502,False,2,75,77,81,8,242
503,True,1,40,48,43,2,133
504,True,1,72,82,75,2,231
505,True,2,80,78,78,10,247
506,False,2,77,70,82,2,232
507,False,2,66,79,76,10,231
508,False,2,85,81,83,1,251
509,True,1,63,75,67,6,211
510,False,1,79,79,74,4,234
511,True,2,72,77,74,0,223
512,False,1,67,73,61,3,205
513,True,1,79,83,75,3,242
514,False,1,81,89,89,8,267
515,False,2,62,55,64,2,182
516,False,2,49,64,58,7,179
517,False,1,57,67,57,0,183
518,False,1,95,98,92,8,293
519,True,2,62,79,71,4,217
520,False,1,72,76,76,9,235
521,False,2,63,72,61,4,200
522,False,2,59,73,62,0,195
523,False,2,61,56,55,5,176
524,False,2,76,83,65,9,233
525,True,2,74,78,81,5,239
526,False,1,60,52,60,7,179
527,True,1,62,67,61,7,198
528,True,2,64,68,67,10,209
529,True,2,63,78,74,8,222
530,False,2,79,81,75,9,243
531,False,2,90,86,87,8,272
532,True,2,97,91,83,1,271
533,False,2,79,84,90,8,261
534,True,1,93,93,85,6,279
535,False,1,68,60,69,3,201
536,True,1,71,63,83,1,217
537,False,2,85,92,88,1,266
538,True,1,68,69,81,9,227
539,True,2,74,74,77,4,229
540,False,1,49,55,55,10,168
541,True,1,44,61,60,1,163
542,False,2,84,82,88,5,259
543,True,1,76,78,76,2,233
544,False,1,69,63,79,5,218
545,False,1,79,76,70,2,228
546,False,1,52,53,66,10,181
547,True,1,66,79,78,7,233
548,False,1,73,82,75,9,240
549,False,1,93,97,89,4,283
550,False,1,72,71,71,9,224
551,False,1,67,66,72,5,210
552,True,1,50,71,69,2,193
553,False,2,82,84,84,2,253
554,True,1,86,93,89,4,275
555,False,2,66,71,70,4,211
556,False,1,72,71,71,10,225
557,False,2,69,81,74,5,229
558,False,2,66,64,76,5,211
559,False,2,42,51,58,4,156
560,True,1,71,74,69,2,215
561,False,2,62,81,79,8,230
562,False,2,51,57,65,4,176
563,True,1,70,72,73,0,216
564,True,1,41,41,43,7,131
565,False,2,81,81,84,5,251
566,True,2,77,86,77,2,244
567,False,1,70,82,82,9,244
568,True,1,68,63,75,2,206
569,False,2,73,68,65,10,217
570,False,1,70,74,83,0,226
571,False,2,71,58,71,7,206
572,True,2,66,70,69,4,211
573,False,2,69,81,80,10,241
574,False,2,66,71,82,3,224
575,False,1,86,97,87,3,272
576,True,1,55,71,58,8,192
577,False,2,74,77,81,1,232
578,False,1,66,65,68,1,199
579,False,2,61,64,70,9,206
580,False,1,51,45,56,3,155
581,False,1,78,88,79,10,254
582,True,1,69,68,52,10,200
583,True,1,68,61,68,7,205
584,True,1,85,76,80,6,247
585,False,1,61,63,76,7,210
586,False,2,79,81,70,3,232
587,True,1,72,79,74,5,230
588,True,1,73,80,91,9,254
589,False,1,84,86,84,2,256
590,True,1,62,64,72,2,200
591,False,1,75,87,86,0,248
592,False,2,67,73,74,2,218
593,False,1,71,87,80,8,246
594,False,1,82,75,71,5,234
595,True,1,83,81,79,2,244
596,False,2,69,58,66,2,196
597,True,1,80,71,76,7,234
598,False,1,91,90,89,9,279
599,False,1,74,76,79,6,235
600,True,1,87,100,100,1,289
601,False,1,71,63,62,8,205
602,False,2,70,81,73,7,231
603,False,1,70,64,64,7,204
604,False,1,66,72,67,2,207
605,False,1,69,67,61,2,200
606,True,1,73,71,72,9,225
607,True,1,82,73,81,4,238
608,False,2,67,65,70,2,204
609,False,1,82,82,74,5,241
610,False,1,93,80,89,2,265
