id,consent,priority,phys,rus,math,indiv,total
652,False,2,73,71,72,1,217
653,True,2,90,94,98,10,294
654,False,1,83,76,80,9,248
655,False,3,67,81,86,10,243
656,False,2,78,78,86,6,247
657,True,2,88,75,80,9,253
658,False,2,91,87,91,3,274
659,False,4,59,60,66,6,191
660,False,3,71,76,78,1,227
661,False,2,84,96,83,2,266
662,False,3,85,74,82,3,245
663,False,3,69,63,65,10,206
664,False,1,67,70,74,3,216
665,False,4,53,48,61,0,161
666,True,1,68,74,62,0,203
667,False,4,89,75,84,7,256
668,False,3,65,80,76,0,221
669,False,3,57,71,65,4,196
670,True,1,63,66,74,2,204
671,False,2,67,75,72,9,225
672,False,4,64,71,81,3,219
673,True,3,67,81,80,3,230
674,False,2,60,68,62,2,192
675,False,3,83,84,77,8,251
676,False,2,89,92,91,9,282
677,False,3,71,63,68,1,203
678,False,2,61,60,80,6,207
679,False,4,80,88,87,0,254
680,True,1,49,68,60,6,182
681,False,1,68,73,62,3,206
682,False,1,85,71,74,3,234
683,False,4,76,79,72,1,228
684,False,3,68,71,69,7,217
685,False,1,65,73,57,3,198
686,False,1,76,82,77,0,237
687,False,2,65,65,64,7,202
688,False,2,54,69,59,7,189
689,False,4,47,52,48,1,147
690,False,3,72,78,84,0,234
691,False,1,56,57,60,9,181
692,False,3,83,77,83,4,248
693,False,4,81,79,74,8,242
694,False,4,77,86,84,8,256
695,False,4,69,76,75,0,220
696,True,3,66,61,69,5,201
697,False,4,77,73,78,8,236
698,False,1,66,67,64,4,200
699,False,3,65,53,58,7,182
700,False,1,86,91,99,1,277
701,False,1,60,67,72,6,206
702,False,3,100,95,97,5,297
703,True,3,74,77,82,2,237
704,False,4,64,68,69,5,207
705,False,3,88,81,76,5,251
706,False,3,88,88,81,10,267
707,True,3,67,59,61,10,196
708,False,3,51,68,58,1,176
709,True,1,68,61,65,2,197
710,True,1,75,81,73,4,234
711,False,3,78,81,77,0,236
712,False,3,76,73,73,2,225
713,False,3,51,61,77,8,199
714,False,1,63,71,80,6,220
715,False,2,88,92,81,3,264
716,False,3,100,86,97,10,294
717,False,3,71,84,81,3,241
718,False,2,71,66,65,0,201
719,False,3,83,88,87,10,269
720,True,1,81,71,66,7,226
721,False,4,71,74,79,10,235
722,False,3,95,93,100,2,290
723,True,1,78,84,81,8,251
724,False,3,56,65,72,2,194
725,False,3,69,64,63,3,199
726,False,1,84,78,84,10,256
727,True,1,73,83,80,9,245
728,True,2,86,88,83,1,256
729,False,2,68,72,71,5,216
730,False,1,56,66,65,9,196
731,True,1,78,75,79,4,237
732,False,4,92,96,95,8,290
733,False,3,85,78,79,9,253
734,False,2,56,70,66,3,196
735,False,1,74,70,72,1,217
736,False,2,72,66,68,4,212
737,True,1,74,69,74,3,221
738,False,1,84,88,84,0,257
739,False,4,95,92,93,1,282
740,False,4,71,81,76,2,231
741,False,3,63,77,75,5,220
742,False,1,79,78,78,10,244
743,False,4,69,84,77,9,241
744,True,1,65,70,68,8,213
745,False,3,78,72,74,7,231
746,False,1,71,78,75,9,234
747,False,2,59,64,61,4,189
748,False,3,73,90,85,0,249
749,False,2,64,64,82,10,222
750,False,4,56,61,72,0,188
751,False,2,72,88,76,7,243
752,False,4,75,67,70,1,213
753,False,3,88,92,97,10,287
754,False,2,67,78,80,8,232
755,True,1,69,77,78,4,229
756,True,3,69,79,63,10,222
757,True,4,64,77,66,5,212
758,False,1,83,84,87,5,259
759,False,4,62,79,66,7,214
760,True,1,73,79,87,2,241
761,True,1,48,56,60,2,166
762,False,2,71,88,74,7,240
763,False,4,83,78,80,8,251
764,False,3,81,75,87,8,251
765,False,1,73,71,75,7,226
766,False,3,98,84,88,2,271
767,False,2,59,71,70,1,202
768,True,3,70,74,66,7,216
769,False,4,77,83,78,8,246
770,False,2,94,95,92,8,290
771,False,3,81,82,80,2,246
772,False,4,60,71,65,5,201
773,False,1,75,74,77,4,229
774,False,2,84,80,78,3,245
775,False,3,60,59,62,6,185
776,False,2,37,42,53,10,140
777,True,2,60,69,58,4,191
778,False,1,59,57,65,10,189
779,False,2,73,69,64,2,208
780,False,3,58,74,61,9,203
781,False,1,65,70,70,2,208
782,False,1,73,83,76,5,239
783,False,2,69,76,83,1,229
784,False,1,71,71,81,6,230
785,False,1,98,95,91,3,287
786,False,3,72,69,70,6,217
787,False,2,68,71,70,0,208
788,False,3,87,85,76,2,252
789,False,3,64,67,61,3,195
790,False,3,55,61,56,9,181
791,True,1,86,78,90,0,255
792,False,3,76,75,83,4,238
793,False,1,83,81,65,9,240
794,False,3,79,92,78,3,253
795,False,2,87,80,88,10,265
796,False,3,59,73,75,4,210
797,False,1,69,81,83,6,240
798,False,1,59,71,62,10,202
799,False,1,78,75,71,3,227
800,False,1,72,83,78,2,236
801,False,3,66,73,74,9,221
802,False,1,83,83,78,1,247
803,False,3,99,97,95,5,298
804,False,2,58,56,59,10,181
805,False,3,81,82,87,1,252
806,True,1,79,78,80,0,237
807,False,1,89,91,87,4,271
808,True,2,67,70,68,5,210
809,False,1,91,97,87,8,284
810,False,1,92,75,85,0,251
811,False,2,79,67,75,7,228
812,False,1,73,72,67,9,222
813,False,1,76,80,74,3,233
814,False,1,96,90,87,10,283
815,False,2,85,79,94,8,268
816,False,3,98,90,100,1,290
817,False,2,77,68,73,5,224
818,False,1,83,99,84,8,273
819,False,2,69,67,68,1,205
820,False,1,85,81,92,8,265
821,False,2,86,82,84,0,253
822,False,2,69,73,60,6,209
823,False,2,62,61,67,9,199
824,False,2,62,53,60,8,184
825,False,2,75,82,79,0,236
826,True,3,95,88,98,7,289
827,True,1,83,91,80,7,260
828,False,3,63,65,65,2,195
829,False,3,75,74,71,5,225
830,False,1,74,67,61,2,205
831,False,2,81,75,86,3,245
832,False,3,72,76,80,9,237
833,False,2,79,81,71,10,242
834,True,1,73,80,86,3,240
835,False,1,59,72,66,7,206
836,True,3,56,55,54,8,173
837,False,3,71,76,70,6,225
838,True,2,63,67,64,7,199
839,False,3,69,77,77,8,230
840,True,1,81,78,74,9,242
841,True,3,66,64,62,6,197
842,True,2,71,73,68,5,217
843,False,2,69,73,78,8,227
844,False,3,81,98,96,3,279
845,False,1,88,78,84,3,253
846,False,1,52,60,50,8,169
847,False,2,81,88,79,0,245
848,False,1,75,78,88,1,242
849,True,3,72,69,70,10,220
850,False,2,63,69,71,5,209
851,False,2,83,84,78,7,252
852,False,2,80,83,78,3,245
853,False,2,76,76,80,2,235
854,False,2,64,52,64,4,184
855,False,2,61,75,68,8,212
856,False,1,57,61,55,2,174
857,False,1,54,62,62,1,181
858,True,1,74,65,76,3,218
859,False,3,65,53,66,3,187
860,False,1,67,68,73,2,211
861,False,1,98,95,96,9,299
862,False,1,92,82,77,3,254
863,False,2,58,73,61,10,204
864,False,2,58,57,53,1,168
865,False,2,68,64,66,5,203
866,False,2,60,64,66,5,196
867,False,2,39,50,59,10,158
868,True,3,84,85,79,9,258
869,False,1,64,70,73,6,212
870,True,1,72,76,78,3,229
871,False,2,100,100,94,10,306
872,False,3,71,78,74,7,231
873,False,3,76,82,77,4,239
874,True,2,71,77,79,6,233
875,True,2,72,71,75,0,219
876,False,1,65,73,62,8,207
877,False,3,65,74,71,3,213
878,True,3,79,87,76,4,246
879,False,1,65,82,76,8,232
880,False,2,54,49,78,1,183
881,False,1,55,55,63,1,173
882,True,1,70,61,53,10,193
883,False,1,74,81,74,1,232
884,False,3,75,87,79,0,242
885,False,2,75,81,83,10,250
886,True,1,81,84,89,6,260
887,False,1,71,66,80,1,218
888,False,2,81,87,89,3,259
889,True,3,72,81,80,3,237
890,False,3,76,80,78,8,242
891,False,3,50,63,53,8,176
892,False,1,80,97,88,6,272
893,False,3,56,56,57,7,176
894,False,1,56,67,69,0,193
895,False,2,83,77,86,10,255
896,True,1,67,74,75,9,226
897,False,2,94,87,80,1,264
898,False,3,71,78,72,2,223
899,False,2,52,76,71,5,203
900,False,1,68,75,77,2,222
901,False,3,67,80,72,0,218
902,False,3,91,98,95,7,293
903,False,3,92,99,88,0,280
904,True,3,83,82,79,1,246
905,False,2,72,65,69,8,214
906,False,1,76,77,70,5,228
907,False,3,86,90,84,3,264
908,False,1,63,66,57,8,195
909,False,2,67,64,75,1,209
910,False,2,82,78,92,0,253
911,False,3,81,99,86,0,266
912,False,2,71,64,74,9,216
913,False,1,82,77,63,10,232
1164,False,1,69,65,69,9,212
1165,False,1,62,53,56,0,171
1166,False,1,94,92,93,4,284
1167,True,1,86,85,87,3,262
1168,False,2,74,75,76,4,229
1169,False,2,73,87,77,10,248
1170,False,1,75,72,72,3,222
1171,False,2,74,71,84,3,232
1172,False,2,83,73,77,1,233
1173,True,2,74,70,78,10,232
1174,False,2,71,75,71,10,227
1175,False,2,57,65,63,7,192
1176,False,1,65,72,71,10,219
1177,False,1,72,67,63,0,203
1178,False,1,77,80,73,2,232
1179,False,1,74,67,67,10,218
1180,False,1,91,92,96,6,285
1181,False,1,72,74,65,8,218
1182,False,1,73,66,69,0,209
1183,False,1,79,88,72,9,248
1184,True,1,86,83,77,0,246
1185,False,1,98,89,100,2,290
1186,False,1,84,80,83,9,257
1187,False,1,72,71,76,4,222
1188,False,2,69,82,80,6,239
1189,False,1,87,79,93,2,263
1190,False,1,74,79,77,8,239
1191,False,1,80,79,78,1,237
1192,False,1,76,79,86,2,243
1193,False,1,97,88,83,3,274
1194,False,1,88,78,80,8,252
1195,False,2,86,81,90,9,265
1196,False,1,82,75,82,3,242
1197,False,1,53,58,64,10,185
1198,True,2,64,70,61,4,200
1199,False,1,71,81,72,2,226
1200,False,2,71,77,83,10,241
1201,False,2,45,51,53,10,160
1202,False,1,67,70,70,10,216
1203,False,2,83,97,94,4,277
1204,True,1,72,83,84,3,242
1205,False,1,70,67,75,2,216
1206,False,1,78,83,78,5,246
1207,False,1,68,85,78,7,238
1208,False,1,71,71,81,4,229
1209,False,1,80,94,93,4,270
1210,False,1,82,87,90,2,261
1211,False,2,64,72,70,6,213
1212,False,1,69,73,63,9,213
1213,False,1,59,68,63,9,199
1214,False,2,65,65,67,5,202
1215,False,2,84,98,93,1,276
1216,False,2,87,91,88,6,272
1217,False,2,85,65,84,2,237
1218,False,1,78,89,94,0,262
1219,True,1,72,70,66,6,215
1220,False,1,67,74,78,9,228
1221,False,1,87,91,80,4,263
1222,False,1,73,68,80,10,231
1223,False,2,81,74,75,6,237
1224,False,1,66,66,61,0,193
1225,True,1,64,63,61,2,191
1226,False,2,71,78,69,7,225
1227,False,1,66,72,73,9,221
1228,False,1,77,69,63,9,218
1229,False,2,78,63,64,0,204
1230,False,2,69,74,74,1,219
1231,False,2,69,70,76,6,221
1232,False,2,88,89,83,8,269
1233,False,1,73,72,71,7,224
1234,False,1,72,61,63,0,195
1235,False,1,72,71,73,8,225
1236,False,1,85,87,81,3,257
1237,False,2,70,73,64,8,215
1238,False,2,63,65,71,4,203
1239,False,1,55,63,68,6,193
1240,False,1,74,69,78,10,231
1241,False,2,75,82,94,1,253
1242,False,1,92,91,83,9,275
1243,False,1,69,67,73,0,210
1244,False,1,89,91,92,0,273
1245,False,1,62,63,72,8,204
1246,True,1,72,74,71,8,225
1247,False,2,75,65,70,4,214
1248,False,1,80,85,82,10,258
1249,False,1,89,78,90,4,262
1250,True,1,72,69,72,3,217
1251,False,2,65,69,68,9,211
1252,False,1,62,60,56,7,185
1253,False,2,73,75,74,9,231
1254,False,1,65,76,70,7,218
1255,False,1,71,73,70,0,215
1256,False,2,65,68,79,10,223
1257,False,2,70,75,64,5,214
1258,False,1,73,76,69,6,222
1259,False,2,71,81,91,10,254
1260,False,2,86,86,89,0,262
1261,False,1,67,66,61,9,203
1262,False,2,78,72,78,10,238
1263,True,1,74,84,72,2,234
1264,False,1,70,67,66,3,206
1265,False,1,57,67,56,8,188
1266,False,2,87,86,87,4,265
1267,False,1,78,79,83,10,249
1268,False,2,83,100,90,3,277
1269,False,1,75,68,65,2,211
1270,False,1,79,84,83,0,245
1271,True,1,66,63,68,4,201
1272,False,1,78,79,78,9,244
1273,True,1,77,76,75,10,238
1274,False,2,81,83,74,1,237
1275,True,1,76,80,76,1,233
1276,True,1,82,83,89,2,256
1277,False,1,65,64,72,8,208
1278,False,2,85,82,79,2,249
1279,False,1,71,64,78,5,218
1280,False,1,65,78,65,7,214
1281,False,1,73,81,73,9,236
1282,False,1,66,83,80,5,235
1283,True,1,51,61,65,6,184
1284,False,1,51,63,63,3,180
1285,False,1,79,66,69,7,221
1286,False,1,76,72,77,6,231
1287,False,2,58,57,58,2,175
1288,False,2,58,47,55,2,162
1289,True,1,74,69,76,0,221
1290,False,1,75,76,77,2,232
1291,True,1,72,79,77,2,229
1292,False,1,80,82,88,6,257
1293,False,2,87,93,88,9,277
1294,False,2,95,98,100,4,298
1295,True,2,54,68,59,4,186
1296,False,1,70,79,76,5,231
1297,False,2,85,79,86,9,260
1298,False,1,54,53,58,1,166
1299,False,1,59,60,54,3,177
1300,False,1,75,79,89,8,252
1301,False,1,93,88,80,9,269
1302,False,1,87,85,83,1,256
1303,False,2,48,69,62,0,177
1304,False,2,62,63,65,9,198
1305,True,2,73,82,66,4,226
1306,False,1,62,62,73,0,197
1307,False,2,62,81,82,5,230
1308,False,2,79,76,77,4,235
1309,False,2,91,98,90,0,279
1310,False,2,69,88,75,8,241
1311,False,1,74,74,73,6,227
1312,False,1,81,73,70,5,228
1313,False,2,94,86,88,5,274
1314,True,1,59,63,74,7,202
1315,False,1,85,79,85,7,255
1316,False,2,65,68,70,7,209
1317,False,1,59,59,66,4,187
1318,False,1,85,87,89,1,262
1319,False,1,79,79,85,8,251
1320,False,2,87,96,94,8,286
1321,False,2,73,75,72,2,222
1322,False,2,80,86,78,0,244
1323,False,2,70,80,85,6,243
1324,True,1,82,82,77,3,246
1325,False,2,66,77,63,6,212
1326,False,1,94,82,98,10,282
1327,False,1,64,69,68,1,201
1328,False,2,83,88,95,3,269
1329,False,2,77,62,80,2,221
1330,False,1,84,82,79,10,255
1331,False,1,75,79,78,6,239
1332,False,1,77,70,82,1,229
1333,False,1,98,91,89,1,280
1334,False,2,74,72,77,5,228
1335,False,1,68,62,65,4,200
1336,False,2,77,86,81,4,248
1337,False,1,74,88,78,10,252
1338,False,2,51,55,52,2,160
1339,False,1,76,87,80,5,248
1340,False,1,87,82,87,7,263
1341,False,2,57,68,63,6,195
1342,False,1,73,80,70,5,229
1343,True,1,79,87,82,2,250
1344,True,1,68,72,59,5,203
1345,False,1,78,73,81,8,240
1346,False,2,65,73,72,8,219
1347,False,2,78,85,83,2,248
1348,False,2,93,91,97,8,288
1349,False,2,71,84,74,2,232
1350,False,1,79,74,76,8,238
1351,False,2,78,94,81,1,254
1352,True,1,76,82,75,9,242
1353,True,2,74,80,83,9,248
1354,False,2,90,91,90,1,273
1355,False,2,51,53,62,9,176
1356,False,2,70,77,79,9,236
1357,False,1,72,71,68,9,220
1358,False,2,75,69,72,2,217
1359,False,2,78,91,80,6,253
1360,False,1,76,74,81,10,241
1361,False,2,100,100,99,1,300
1362,False,1,74,86,80,10,251
1363,False,1,79,77,80,10,247
1364,False,2,96,85,96,7,284
1365,True,2,87,81,91,2,262
1366,True,1,48,66,56,9,181
1367,False,1,70,73,74,7,223
1368,False,1,87,85,76,0,248
1369,False,1,60,71,67,1,199
1370,False,2,71,73,80,5,229
1371,False,2,77,75,74,7,235
1372,False,2,73,82,74,7,237
1373,False,1,53,53,51,10,167
1374,True,1,56,52,52,1,162
1375,False,1,72,68,78,5,224
1376,True,1,75,83,81,8,248
1377,False,2,80,85,88,5,262
1378,False,1,68,63,83,7,222
1379,False,2,66,77,69,3,214
1380,False,1,79,79,83,4,244
1381,True,1,69,73,77,6,224
1382,False,2,99,90,94,9,291
1556,False,1,75,71,71,3,221
1557,False,1,83,87,82,1,253
1558,False,1,75,81,79,2,238
1559,False,1,71,79,69,7,227
1560,False,1,65,71,58,9,203
1561,True,1,86,86,77,3,252
1562,False,1,57,58,52,6,172
1563,False,1,63,71,72,5,212
1564,True,1,61,71,72,8,214
1565,True,1,81,65,72,7,227
1566,False,1,53,67,70,8,197
1567,False,1,81,80,82,9,252
1568,False,1,66,71,75,9,222
1569,False,1,65,70,75,0,210
1570,False,1,75,81,80,2,238
1571,False,1,73,69,76,0,218
1572,True,1,62,70,67,2,200
1573,False,1,72,72,63,3,210
1574,False,1,92,79,80,4,255
1575,False,1,50,69,73,0,193
1576,False,1,66,65,73,0,204
